LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,default
136131,68,0,6,4,364692,212610,79804,24724,0
206489,34,4,8,1,3054,123186,71002,99729,0
372937,43,5,5,0,187877,110028,31351,21271,0
281967,41,0,7,-2,369121,160690,5399,22299,0
19540,29,0,4,6,156969,120477,98167,37672,0
26364,44,3,5,6,21024,346768,51144,32613,0
104704,41,2,5,5,93461,305133,84614,94378,0
363151,34,8,2,4,378494,274593,10822,19280,0
200347,31,4,7,8,181323,127820,2392,64703,0
21938,40,2,-1,4,362401,239166,18842,27334,1
363824,65,1,4,1,131242,104618,90445,87469,0
14000,24,5,4,0,36810,23055,29480,69180,0
211660,40,1,4,5,71286,386682,92790,61303,0
373186,51,7,2,-1,179607,397377,85089,47469,1
365754,40,3,-2,-2,324506,147713,55394,7803,1
92986,59,0,4,0,303495,376806,67369,61621,0
492859,64,7,-1,6,121797,92940,79892,92964,0
107532,59,3,7,0,278515,36944,46488,1785,0
110386,67,1,3,5,15547,341782,90793,69325,0
347497,41,6,5,5,340274,58299,22941,72795,1
75953,63,1,2,0,396581,169231,38916,52700,0
292502,27,5,0,7,152124,320665,47072,20587,0
167164,26,3,5,5,81969,154789,37219,74783,0
141484,68,8,-1,4,237202,273160,9261,42010,0
436712,57,1,6,1,373449,288597,90747,45093,0
28888,50,7,7,3,237905,318658,51812,71058,1
319439,27,-2,0,7,287714,64086,91379,7183,0
161222,61,5,6,2,355734,341307,64919,13350,0
403944,29,1,-1,5,341802,220952,30581,98849,1
453733,31,1,1,1,305185,128659,72082,44125,1
129180,42,6,1,4,38066,351614,78403,81328,1
49954,55,2,5,6,258531,24375,51858,76987,0
89459,31,1,5,3,16701,261859,20926,61479,0
440155,21,2,1,6,234718,106187,73538,85782,0
438486,44,7,7,0,359070,49792,6186,14594,0
69163,63,0,-2,-1,184895,252380,35068,95290,0
205967,23,8,1,0,188808,68968,23205,82979,1
435523,34,8,8,-2,361102,154993,60037,64691,0
326242,22,5,8,6,108602,289563,11272,14929,0
464137,52,5,0,4,234525,49261,51767,40717,0
230184,26,3,6,3,277991,273810,91473,43703,0
332710,31,2,7,5,370208,91921,38697,27749,0
162617,68,-1,4,2,8299,220649,42175,66486,1
283318,68,-1,-1,-2,102542,150057,33915,63662,1
360605,59,7,0,2,186286,153439,90111,15931,0
398318,30,8,3,1,320702,96812,60225,23873,0
374778,34,-2,-2,-2,43251,213736,17455,67183,0
16801,47,0,8,-1,229545,159488,2444,80829,0
241915,56,3,3,1,265059,40003,20368,22184,0
213664,41,-2,8,4,62777,193472,59767,12095,0
293821,36,2,7,8,398975,193208,33658,52577,0
49081,55,5,4,0,67980,263247,59095,92431,0
224532,43,1,1,0,279937,290190,52336,45845,0
495008,59,-1,1,5,161034,91081,80839,13616,0
461070,33,6,-2,-1,292715,266949,82272,84476,0
176981,44,-1,-1,6,121991,321793,73181,94421,0
29870,44,1,7,-1,384565,3848,70011,6323,0
437794,53,0,7,3,208743,126629,65700,64394,0
213196,37,0,2,1,143046,33424,37201,99309,0
244677,56,1,-2,1,180686,118870,65619,68406,1
128874,26,-2,6,5,303730,250573,80776,89840,0
297433,36,3,8,5,312724,140491,39627,26267,0
458345,65,-2,4,0,155878,304373,38066,51877,0
25485,52,-2,2,4,257408,155516,82700,92790,1
14748,45,6,-2,2,163550,162466,29929,41465,0
150507,41,-1,5,-2,334791,329367,28461,52760,0
275853,65,-1,7,1,111231,311514,61078,13802,0
166542,45,1,8,1,247158,286214,7215,4429,0
183416,37,-1,-2,4,155736,43316,93243,73116,0
71629,64,2,0,-1,296709,327825,47096,86392,0
33960,67,4,-2,4,355239,70210,26700,78405,0
305735,30,2,-2,6,136276,77900,53965,34565,0
470857,38,-1,8,1,23192,354318,93462,22818,0
308539,24,3,-2,4,96459,391969,16615,57010,0
139695,67,0,3,1,84553,172540,53167,80523,1
244286,48,4,-2,1,182646,127120,40139,14764,0
292703,62,2,7,3,290325,330560,67672,17784,1
365540,37,1,4,1,72807,20287,40412,27690,0
293876,36,3,6,1,183078,-3781,7957,54800,0
343870,33,0,5,3,291953,156132,23675,18487,1
120133,27,1,3,8,74702,277710,28239,35287,0
378501,30,4,7,1,119836,16579,52519,60750,0
209938,24,1,-1,0,81564,378319,65336,93402,0
165576,56,6,8,-2,78185,161164,80288,95797,0
410330,55,5,6,-2,145290,180460,87708,15337,1
351003,63,1,-1,7,225678,9044,44678,77686,0
493685,44,8,-1,1,297928,44528,35383,66711,0
296103,54,4,8,0,104435,38706,27394,72022,0
19337,43,4,4,-1,354475,209938,94106,70589,0
172993,34,2,-2,7,216908,40812,1698,2814,1
305451,37,3,-2,5,221045,42476,90260,51207,0
30159,52,2,-2,3,202551,299656,85688,87908,0
350896,36,0,5,8,99897,152431,38665,88724,0
176619,27,1,4,3,117132,160817,83362,72665,0
369151,53,0,-2,3,181329,348245,2199,88910,1
92844,24,4,3,1,178520,358957,73358,5966,1
139473,37,-1,2,3,83015,27363,625,58092,0
468761,54,5,8,4,167560,50036,19073,73434,0
236156,68,8,4,-1,237976,96792,97687,29061,0
138778,21,5,-2,3,129069,101178,58984,34808,0
203752,56,6,6,-2,320315,285141,52072,44264,0
292453,61,0,0,5,339199,234724,11471,45516,0
279114,23,1,5,3,26034,39292,15556,59076,0
318684,39,4,2,1,371932,330777,33846,6355,1
348024,50,3,8,1,125994,53452,82693,56626,0
280846,30,3,4,0,129646,268435,59059,27886,0
10404,36,7,5,-1,356295,259917,61639,72030,0
444159,60,-2,4,6,163889,63980,65812,24416,0
188998,66,4,0,7,35927,349055,2281,3562,0
150932,54,7,0,1,138056,224327,94738,19576,0
245365,56,-1,1,-2,333579,374565,95383,78439,0
210244,39,4,5,-1,7057,376929,97384,71198,0
283060,59,5,2,6,303908,300117,10341,73540,0
14809,24,8,3,4,273734,384504,80048,9689,0
173273,26,7,3,1,354264,159823,96204,4120,0
194402,53,4,1,2,275903,277727,46805,65611,0
459613,36,4,7,-2,123504,153122,6899,48639,0
48765,42,6,1,2,134826,82399,98371,46617,0
186615,54,3,3,-1,147990,142429,12485,9548,0
286633,64,0,1,2,265336,295303,59755,33726,1
446160,62,1,2,1,197240,388101,48631,90890,0
135917,22,1,7,-1,349537,30695,4324,79327,0
183880,33,5,4,1,-8441,345984,25112,48203,0
11252,62,8,4,7,106271,232564,15052,91246,0
311908,32,-2,5,-2,397000,183930,19306,61201,0
349853,33,-1,-2,1,176062,348932,2797,46500,0
495450,65,5,0,3,296132,305532,76624,17505,0
327537,65,1,0,2,124592,57497,14706,93396,0
148013,60,1,2,8,391845,110601,80916,55957,0
35934,57,1,2,1,135314,125226,28168,80634,0
366600,52,-2,-2,6,298472,14055,27324,52702,1
325557,58,7,2,8,240471,320060,56961,79464,0
460016,60,6,4,-2,172667,43742,7519,17085,1
263490,68,6,4,5,196227,242955,17530,25313,0
53088,38,-2,4,7,210159,187909,64431,73001,0
327623,21,-2,8,4,362653,353074,43184,88195,0
226464,39,3,5,3,275720,42111,20894,75553,0
135911,23,0,-2,2,371169,251756,95649,8260,0
286532,54,0,-2,1,330023,141380,55099,20554,1
79836,67,4,2,3,211299,382380,18495,15214,0
114573,39,7,2,4,58543,100837,94767,81119,1
147162,38,2,2,6,329015,3247,54957,85999,0
152709,66,5,1,2,270649,-5821,26545,94,0
68243,51,2,5,-1,99804,397435,87048,86211,0
224879,32,2,0,4,87903,246881,45983,97306,0
341868,44,3,4,1,51726,155045,68709,8248,1
387503,30,5,6,-1,267839,245463,67944,81969,0
131465,59,8,6,7,289481,1675,39051,20363,0
427170,59,5,7,1,123104,314669,15724,10231,1
490260,38,5,-2,-2,300585,-2536,67712,89686,1
490721,61,3,1,0,94392,309205,9316,68866,1
46668,21,3,8,4,1596,297838,58800,28553,0
295205,37,6,4,0,52625,17296,75219,78593,0
380608,23,4,7,8,377505,299469,75263,51549,0
101865,28,5,4,0,310584,231781,43566,36739,0
33624,49,3,-1,2,86345,206047,36646,10659,1
269127,37,2,2,7,85082,308165,96677,9453,0
390975,52,2,8,-1,153833,237489,78657,63300,0
193868,55,8,0,0,302817,224708,37586,89044,1
105257,69,3,1,3,194652,286520,83365,17867,0
74291,36,-2,3,4,39957,196759,84142,75343,0
220176,41,8,-1,2,189398,364707,62859,82046,0
200471,32,1,3,5,105292,269037,80272,57425,1
399744,44,6,5,-2,347205,319520,36849,21268,0
482930,54,2,6,-1,259661,259676,94617,67135,1
322572,28,-2,1,2,190427,272737,97580,8988,0
403271,28,4,-1,4,89328,303758,50601,74952,0
300843,35,8,8,8,391009,368367,43298,52371,0
54247,35,7,6,4,374811,358105,45452,25925,0
408342,29,-2,5,7,104279,208545,36609,94883,0
458874,29,5,-2,0,247357,222354,73260,16466,0
115977,68,-1,2,4,360369,170900,29728,93682,0
176926,35,-1,-2,3,147088,387975,3757,6596,0
441734,43,8,4,-2,390948,217671,21600,9341,0
11062,60,5,-1,4,168096,355865,32846,74295,0
257736,28,6,2,-1,263673,159897,44522,85186,0
105462,50,5,2,6,127278,28760,81795,29629,0
57915,69,3,4,5,129809,153161,39166,19180,1
135036,37,-2,6,0,378973,89521,26207,50578,0
396193,51,0,-1,2,364484,306334,5666,83141,0
36734,30,1,0,-2,221167,222742,13435,59244,0
82274,44,4,6,0,213351,104395,96519,45291,1
484665,69,6,4,0,93274,138203,23508,2067,0
398538,59,0,0,1,309366,259693,95663,53888,0
289404,67,1,-2,7,193172,57657,63877,93258,0
122581,35,5,4,8,155836,102330,724,36496,1
11605,53,3,-2,2,236622,18391,35194,88147,0
82303,32,8,8,3,104792,136419,11897,9570,1
348269,49,1,3,8,240588,315886,38926,27056,0
154990,63,8,6,-2,326668,-5612,76358,82702,0
488871,69,-1,2,5,131787,202817,33383,25566,0
134040,68,8,5,4,40500,111252,81958,38311,1
428034,22,8,1,7,358923,145932,52427,17583,0
26389,25,3,1,2,327049,227792,80770,55529,0
169818,62,6,-1,3,372854,246320,53860,39994,0
248213,37,8,7,3,-3996,77765,88037,89408,0
122221,63,2,2,4,165879,103626,80046,83019,0
325585,43,6,8,0,366987,354028,9021,25766,0
20954,48,1,7,1,22433,87132,65081,68519,0
318658,28,-2,6,-1,266072,14883,25592,20376,0
360380,31,7,8,4,213801,203917,99026,99070,0
369723,67,2,0,-1,314527,148649,15420,55326,0
314245,45,-2,-1,5,310208,253857,61110,73065,0
101922,42,7,2,7,-2691,19645,11839,31815,0
199139,65,-1,5,2,371113,399517,24566,26704,0
190448,55,-2,7,7,17821,367732,96928,97968,0
399678,32,5,6,0,350041,181599,29710,91970,0
251983,47,3,6,6,390550,-6122,95953,42367,1
52533,52,3,2,6,398115,226629,33794,27616,0
11917,52,1,1,6,55118,294322,60788,41921,0
57362,59,0,-1,6,328933,104346,7048,55790,0
466292,23,-2,4,6,330455,288822,78696,5306,0
118872,44,2,2,6,290456,269688,73709,20461,1
93524,44,1,-2,-1,193842,352289,77911,57766,0
373978,57,0,5,6,132862,85519,47511,76460,0
206513,42,-2,-1,7,306065,11867,11234,76277,0
356699,24,5,-1,8,62932,357408,67487,10913,0
258320,43,2,5,5,62435,134578,32396,70480,1
445048,34,0,8,1,65276,25695,40698,51140,0
68596,61,5,1,4,200272,311272,54847,9203,0
433739,67,-1,3,1,360450,211515,67543,66648,0
265266,56,1,7,-1,14294,381217,1678,59708,0
358884,41,-2,8,1,42329,396967,62560,99978,0
25524,60,2,1,7,27420,18641,81979,26886,0
165002,35,5,1,5,231783,377627,78969,66560,0
24060,55,3,0,5,-4041,221647,38686,5903,0
224057,59,5,2,2,236899,106293,29055,71543,0
487272,58,-1,2,0,282571,333347,55696,19584,0
474736,22,-2,1,0,64283,42429,66126,73886,0
112974,44,-2,5,6,188945,352101,7532,22066,0
159646,48,-2,8,5,13311,56155,31613,37422,0
77728,52,3,5,1,320622,18584,72970,76959,0
21246,39,-2,-1,2,283562,227261,13834,21457,1
448774,41,4,6,0,86713,376011,24648,58746,0
490703,30,5,7,6,330135,329757,33952,86862,0
343468,36,5,-2,5,362501,171369,27673,77392,0
35053,38,3,6,-2,23900,300045,63390,17347,0
61356,65,-1,3,4,24371,28337,94681,980,0
282933,54,-1,8,5,340751,207003,92768,63450,0
339923,69,6,4,5,156454,177568,86893,31437,0
331345,52,3,8,6,378192,360433,20950,27647,0
375060,36,5,8,6,76878,123653,95309,38151,0
336579,51,0,3,4,176073,131564,61140,38113,1
401182,54,-1,-2,1,261052,202488,9745,600,1
136108,34,0,4,5,300905,183290,68462,22188,1
24382,23,5,3,5,95904,274634,25913,43628,0
81315,24,1,7,3,220240,72619,2189,12226,0
24153,42,0,4,0,44416,3709,47590,58606,1
216988,25,7,3,5,34029,290374,30033,37105,0
240203,48,0,6,1,21109,320160,67791,65035,0
488667,33,3,-2,2,318080,396162,97110,94089,0
221951,42,0,7,7,163490,81514,78850,44609,0
70279,47,4,6,6,179939,86686,34819,15688,0
327320,42,-2,4,1,176177,178230,43048,22812,0
227138,24,8,-2,1,84310,50534,11374,92989,1
185399,52,8,-1,-1,71396,118488,64477,84914,0
472120,39,7,6,-1,154750,92389,26306,75663,0
348733,61,3,-2,-2,272553,26544,28976,30890,0
134085,50,8,5,8,398218,134838,61438,3188,0
291400,48,0,1,5,141266,12128,19990,24399,0
466590,33,1,2,6,23802,105887,81121,68470,0
340388,45,2,5,5,256825,-3202,23325,36442,0
152766,62,1,-2,-1,324372,244837,98120,59312,0
67545,64,7,-2,6,397108,282433,4617,18864,0
23224,68,4,7,-1,374263,195790,81564,76011,0
50738,30,2,8,3,381458,337621,77,41392,0
335875,64,3,2,4,123260,97907,98116,80472,0
190760,31,8,2,3,195060,381644,44923,53642,1
476725,66,6,-1,4,173055,231831,645,22149,0
149649,65,2,2,-1,240131,178793,42705,28636,0
329905,53,0,8,7,35263,384939,34301,54002,1
211579,25,-2,5,2,143530,82719,33196,50376,1
292100,36,2,5,4,388940,138521,41887,83239,1
376036,66,4,1,7,190551,138733,68811,61448,1
56163,33,6,4,-2,356947,382614,43996,11110,0
29816,23,2,5,3,183203,265409,55192,38538,1
324997,39,7,2,5,397015,97282,76874,53676,0
106731,39,1,3,5,225016,198567,18370,22191,1
216524,38,-2,0,7,42784,122992,95853,8650,0
161878,43,8,-1,7,248262,270958,6535,16672,0
461282,51,1,6,1,196180,150010,26976,97474,0
431168,50,3,1,3,11684,193972,42046,9412,0
183532,68,3,7,2,211361,261716,11172,37269,0
82847,36,3,4,0,281497,142993,88395,96181,0
147717,29,3,1,-1,271799,306542,40977,82838,0
391915,39,8,0,5,91833,170714,68234,46059,0
36737,62,6,1,-2,173486,272436,13278,11770,0
428738,51,-1,6,3,153928,399158,18066,97614,1
337299,23,2,7,-2,165193,58578,98799,69603,0
196240,60,2,6,4,260399,297020,23179,87251,0
62487,49,7,-2,8,185901,169333,32735,56317,0
402092,26,7,6,0,167425,132276,88257,38498,0
320914,58,1,5,6,23411,164218,95467,57276,0
403170,31,-2,5,1,398026,162231,81958,34704,0
347773,31,2,-2,3,268908,277921,60353,17266,0
393137,56,-1,-2,5,311590,4057,53976,5583,0
223046,25,4,6,6,102038,345203,66740,14021,0
226454,59,0,8,0,246739,121467,7233,13028,1
484460,68,2,2,-2,-4057,327962,75476,25593,0
302822,42,1,7,2,59873,258305,19855,70650,0
86218,61,-2,8,0,187323,6622,95756,75087,1
172552,55,3,5,8,1915,352984,8892,69025,0
83506,69,8,5,3,168086,254633,43792,5684,0
385597,39,-2,4,6,232059,204536,1466,20930,0
94458,51,0,4,5,177285,148663,10897,73787,0
399301,22,1,-2,3,223298,316089,4382,32335,0
131300,60,6,0,2,148004,60737,90432,37870,0
76358,28,8,1,8,370474,195043,87499,26563,1
278294,35,2,1,8,374359,177082,16980,3965,0
12198,27,7,2,0,262979,239188,56565,55927,0
154931,39,4,8,3,31240,385016,16999,61423,0
453676,38,7,5,4,300343,175112,85691,37867,0
446096,44,4,4,3,275387,358792,90333,42168,0
156430,57,4,-1,1,7432,367945,21413,85837,0
104914,27,3,-1,4,263381,89951,47967,8567,0
204269,33,2,2,2,227267,14930,33305,73736,0
383640,68,2,7,0,-9167,241890,81540,39496,0
250469,46,0,3,0,176667,132036,51033,20688,0
420987,26,8,6,8,107765,204348,57085,99953,0
448864,43,-2,7,-1,118303,146805,19289,65667,0
227215,28,-1,8,5,46876,36440,43488,16810,0
440815,69,8,5,7,307968,333037,20062,32872,0
192992,44,2,0,1,276946,71387,85774,24455,0
247804,36,-2,7,2,222799,68772,47496,18397,1
126739,37,-1,8,8,190935,204611,17514,79420,0
248009,48,-1,4,7,344311,209759,24734,68806,0
266028,32,6,4,0,172677,165027,99900,90780,0
398822,59,1,2,3,185104,304647,73305,77105,0
346676,21,8,7,3,122394,219500,17126,98142,0
328277,41,7,3,-2,161335,199781,65127,3007,0
495417,24,0,1,7,255729,323169,85068,30961,0
441459,52,7,5,5,115483,177351,22815,6332,0
198456,21,5,7,-2,287454,134864,11903,34859,0
11622,51,3,-1,8,135048,249452,61196,59782,0
50809,46,5,7,-1,25494,182552,92524,10377,1
91182,64,-1,6,-1,331284,338486,38155,96968,1
57924,28,5,4,6,397833,316156,89203,64788,0
170445,22,1,7,-2,149500,185106,5466,77218,1
48709,33,3,5,8,217727,178557,45769,8518,0
202192,63,8,2,3,160329,254016,22891,7864,1
490626,36,5,4,8,115101,296004,64718,62128,0
194074,56,5,8,2,-21,126211,1210,37591,0
232320,50,-1,5,1,104824,46456,97641,15924,0
238071,66,2,8,-2,294267,322238,36020,13268,1
388165,50,7,3,4,289082,352188,13557,29927,0
194374,30,-1,7,1,93616,312227,44780,90128,0
276997,50,-2,3,8,327350,375113,39005,6378,0
497829,39,7,-2,4,99623,662,17394,63783,0
425008,23,-1,2,-2,378882,21132,38091,59691,0
215550,42,4,3,-2,238580,100952,75100,63564,0
124130,34,6,2,6,229016,104707,89655,42076,0
