LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,default
34300,24,2,7,-1,-5508,393816,52791,65661,0
477281,60,8,1,1,253049,390854,16888,48448,1
92798,40,6,4,-2,321926,384825,32870,36389,1
19268,61,5,-1,8,380731,211211,55294,48541,0
358951,21,7,8,5,-2453,395532,75092,68738,0
284329,65,3,7,-1,68094,227802,36054,36060,0
204776,46,8,0,5,311035,106441,37625,23187,0
227851,54,7,-1,5,143367,55140,50229,79705,0
442315,30,8,2,5,321888,70058,42069,7671,0
411787,43,7,-2,8,233615,316496,6641,30568,0
246584,69,-2,-1,3,358089,335896,51828,85438,0
48044,44,4,8,5,357503,184066,73094,15304,0
323358,33,6,3,1,160594,391219,85695,76815,1
464444,49,1,3,3,149983,108494,59917,58697,0
386896,66,1,5,8,120023,220939,83880,16671,0
58984,47,2,6,-1,131007,-9159,96465,51071,0
312918,51,5,6,4,183141,11110,40651,58761,0
274712,63,8,4,-2,284673,67639,29829,70075,0
130151,30,2,7,6,22017,395983,44840,27526,0
465808,51,1,-2,7,152485,290577,12356,45908,1
470779,59,5,1,-1,392318,294017,35919,47283,0
143767,30,8,4,4,90182,344848,93563,64273,0
134375,44,2,-1,3,127570,355878,20545,37315,0
189262,53,5,6,-1,188278,192065,51473,54212,0
146330,34,-2,-2,3,262775,371213,49956,44176,0
490754,55,0,6,0,8173,68850,20994,27163,0
311648,65,4,4,-2,304483,69345,68960,24689,0
174231,54,-2,7,6,144481,67050,52393,42332,0
23986,37,8,3,4,86452,281727,60776,69890,0
71858,41,2,4,6,270540,185208,57812,31711,0
139312,52,3,-1,7,175371,278224,96242,55518,0
22666,23,-2,7,1,76681,20543,75634,1897,0
310804,35,4,-1,4,141948,397771,56420,15455,0
144633,28,6,0,-1,252312,7446,66843,31826,0
298998,52,6,3,-2,352732,105837,54263,76303,1
336649,58,0,-2,5,66944,-7486,21547,30182,0
114488,46,1,8,4,157724,360750,78845,1157,0
193323,50,-2,1,2,353489,171092,70798,99997,0
294806,29,1,5,7,362700,82284,6817,41461,0
280536,52,2,5,1,229622,110954,65979,39155,0
40535,31,4,2,-1,140861,197520,48214,45166,0
481819,42,2,4,3,368787,384728,41078,42035,1
385713,54,5,2,2,196735,118634,75240,88438,1
324400,61,4,1,7,342526,67198,41248,78910,0
361279,38,-2,3,6,64151,322056,88365,92596,0
399622,39,-1,5,7,399030,318734,7932,15823,0
307366,38,4,7,-1,179293,266283,17979,39554,0
87373,57,0,-2,2,181523,85403,17715,83109,0
482791,38,-1,0,0,151888,309537,37875,70878,0
133684,32,8,1,2,78236,204270,22706,40482,0
499570,24,6,2,2,394665,385151,47559,65145,1
487867,67,7,-2,2,224922,222776,85736,315,0
466551,63,5,6,5,309679,265653,59264,73201,0
283109,47,5,5,2,208786,357901,45596,3295,1
34538,25,0,-1,3,122997,283927,87969,99644,0
380210,26,8,2,-2,351993,291562,98100,47733,0
211664,33,7,6,1,177406,204400,55042,32169,0
385396,43,6,0,-1,282804,368479,57135,73817,0
149182,62,5,2,-1,170235,192431,2010,34824,0
482525,45,-1,6,8,232719,374297,76179,39621,1
168338,66,4,3,-2,275494,115644,85752,4540,0
194064,24,5,2,3,164660,291602,42048,50817,0
224020,52,4,5,0,119961,20708,45308,43583,0
108806,64,6,2,-1,294513,328528,84427,18654,1
410126,35,4,6,8,394520,100558,70931,99878,1
383133,46,4,8,5,340176,302593,32600,59276,1
100982,62,-2,0,2,393845,357694,27690,76470,0
131626,31,-1,-2,7,186423,143785,99692,21149,0
129176,29,2,1,8,62470,24917,12728,59021,0
403422,31,8,4,-2,92821,271038,89720,56722,0
228126,22,-2,0,-2,289280,43439,25938,72906,1
228969,65,7,7,-1,37801,15965,28716,81989,0
132409,47,4,5,0,258210,373466,77383,40254,0
33419,46,2,-1,-1,159039,37390,51681,98396,0
453852,28,2,6,-1,313756,49917,72192,46401,1
263618,41,5,0,2,114269,340100,30161,94308,0
255310,41,6,8,4,175951,348726,73443,93111,0
60015,28,7,3,-2,175496,289683,69320,38905,0
258550,21,-2,4,-2,284642,13150,57719,50461,0
132096,58,7,2,-1,267791,248982,54454,26712,0
117059,33,1,7,-1,188375,45449,88322,33256,1
195340,29,8,2,-2,319490,53651,57699,69805,1
120687,48,-1,-2,8,211397,252350,80650,21370,0
360083,26,6,1,6,374767,61587,78122,12848,0
421357,67,6,-2,7,-5254,102873,76076,35945,1
221428,43,-2,6,4,267333,-469,61703,31839,1
115878,68,0,6,7,265155,141036,54491,56556,0
212982,56,7,2,8,348830,10761,21741,2497,0
459260,37,5,2,4,279103,360283,88742,34727,0
208286,29,-1,2,3,155356,90640,80879,2455,0
259002,32,-1,4,3,166042,36847,83453,85328,0
260396,42,-1,3,3,49210,391902,16298,8063,0
174899,32,2,-1,-1,131672,58447,57702,47540,0
459036,26,6,8,7,148146,284784,89285,12162,0
334767,64,4,7,4,83757,388272,5777,28602,1
484950,29,4,0,1,116965,265308,79848,36025,0
347594,57,-1,2,8,335338,254575,91000,98682,0
365570,23,-1,4,-1,84569,99780,84397,95718,1
389989,54,2,-1,6,42511,339454,51207,74384,0
425515,28,4,8,4,333252,96011,18152,98191,0
53585,30,4,1,3,289550,399762,11436,91247,0
381369,67,6,-2,2,213981,-5258,82166,18041,0
74044,61,0,4,7,153320,77707,4366,45059,0
445773,62,-2,8,8,79978,394401,11060,96365,1
452296,63,6,-1,0,-9892,88039,35834,79220,1
119556,29,-2,5,-2,171410,129748,94942,53957,1
12693,34,5,7,2,13052,37396,48191,83020,0
498219,57,2,8,1,86934,80118,96444,44882,0
367403,47,5,-2,6,184891,368676,70477,90810,1
253307,61,4,-1,3,378842,146581,4407,9877,1
210235,52,6,5,4,108614,51672,9365,32467,1
35939,24,-1,2,8,124969,249240,27336,18163,0
452141,22,6,2,0,279922,354782,11029,3440,0
446157,53,7,8,4,169344,46667,33963,86493,0
162906,41,2,4,6,258857,95512,36077,59261,0
28047,21,2,1,6,340677,242261,62589,60910,1
298249,64,-2,6,8,157213,47786,15670,86455,0
85766,31,3,0,6,257676,390632,93098,88110,0
418923,21,7,5,-2,3162,359817,64532,87978,0
425192,66,7,0,-2,79990,161982,69588,11242,0
54262,31,7,5,8,14498,59842,19464,22905,0
397261,27,7,-2,-1,324915,377253,66056,90236,0
295920,22,0,7,8,319663,11226,1145,31231,0
171152,35,7,7,5,370256,179687,36083,21082,1
138376,28,0,4,5,24385,363165,15175,65815,0
470058,67,0,-2,-2,198737,-7791,83406,23541,0
464589,46,1,-1,8,169215,137934,85013,70377,0
147848,60,6,8,3,313670,356193,49370,10528,0
102787,62,5,8,7,159861,134492,1314,14312,0
137948,55,3,-2,0,316103,339623,98511,83240,0
65016,66,5,7,-2,75134,240192,32410,64064,0
412690,61,5,0,2,303457,347560,1248,98500,0
461269,61,-2,6,-1,18168,322304,43086,89134,0
31959,41,6,-2,3,73335,386704,19169,19407,0
146602,58,-2,0,1,216064,289745,7940,54569,0
235928,28,8,-1,5,316878,1921,58123,94992,0
391245,63,-1,2,-2,368506,240869,52898,1910,0
275892,52,6,4,4,-2935,64217,62641,34913,0
238576,28,4,3,7,340151,305331,388,99565,0
23545,64,7,7,3,149831,40685,78978,54085,0
399803,30,-2,2,6,192582,225964,4635,13415,0
469415,43,0,0,1,103741,61285,6933,2919,0
175838,24,-2,4,3,56854,335534,51953,60879,0
345674,68,2,6,4,362730,156805,65566,18410,0
365701,58,1,-1,5,274138,-7037,98760,47641,1
71087,50,5,3,7,183387,231206,29850,22375,1
499055,61,6,2,4,342435,80576,45446,54802,0
78840,43,1,6,4,27494,215207,42477,57268,0
128451,25,0,5,3,57961,386514,83875,36281,0
457600,41,1,6,3,340602,340272,79672,56378,0
323149,26,0,4,-2,106959,221763,98124,33859,0
449792,69,3,2,6,88514,328780,86287,93560,0
49353,37,-2,1,5,162504,350206,26593,23820,0
203075,45,-1,5,6,227181,191169,98574,93833,1
224283,44,5,-1,8,-5855,45695,69032,93712,0
324877,42,0,-2,-2,201251,6824,36299,77659,0
75318,33,1,0,3,324897,179514,48543,20273,0
251025,37,-2,4,3,102180,219902,10162,92513,0
492690,34,0,-2,6,289532,172065,38627,24404,1
426880,54,-2,2,-1,138840,45444,16018,8379,0
77172,46,8,2,-2,135843,57631,57516,20837,0
226688,39,7,0,-1,163826,205277,53307,91375,0
266951,46,2,8,3,170366,119438,43139,40266,0
103264,23,-2,-2,4,58317,120404,59916,71018,0
256458,22,6,2,4,47827,128175,63902,88338,0
298880,48,4,5,0,379834,380330,34270,90582,0
235281,22,8,6,1,55475,17871,7494,77095,0
122859,42,5,3,0,349017,183061,80715,59386,0
384325,27,6,-2,8,96986,241375,21482,82,0
404070,24,7,2,6,111499,205204,2638,61602,1
362228,69,5,-1,0,298262,352893,4334,51226,0
441839,58,0,-2,7,6112,-9939,43244,89178,0
279536,59,4,0,3,46503,156597,85319,75987,1
327824,40,4,8,3,367501,183582,65787,27220,0
267426,26,4,7,2,218021,237802,41290,52783,0
187789,29,5,2,2,-79,125807,38142,55819,0
228164,51,1,6,8,141407,194869,33175,15282,0
323003,46,8,4,5,170813,181270,82342,58989,0
135657,56,3,3,6,85039,361526,59834,90225,1
245167,46,-1,6,5,138221,120899,61792,39358,0
167381,48,4,3,5,263142,77376,94992,8264,1
490671,25,6,8,8,177832,272144,15807,55604,0
204806,30,2,1,7,84518,22562,21459,12056,0
80467,38,1,4,0,186562,382236,89516,13735,1
193734,35,-1,-1,3,149198,180497,89089,79664,1
108506,53,4,-1,6,169808,280862,58802,19222,0
119751,25,-1,3,2,367275,392411,81765,90235,0
391050,57,-1,2,1,87859,364476,81402,86160,0
415904,60,6,3,6,390931,96356,76406,79344,1
297486,42,-1,-1,2,139916,152532,92928,98637,0
178229,42,7,-1,3,45849,72050,92155,98081,0
471079,42,0,-2,8,45157,221177,59215,27905,0
378452,35,0,-1,8,270368,17284,63709,38541,0
455299,37,-1,8,8,385212,383682,97789,99860,0
116081,65,7,7,4,242687,45253,31500,47053,0
468949,48,0,4,5,13149,71991,68939,28268,0
99045,42,6,-1,0,77518,181605,77990,30915,0
44698,41,8,0,-2,1621,135718,8714,77567,0
120078,62,8,8,7,258960,128477,86714,87215,0
352767,37,8,3,8,-416,395314,76607,31746,0
32671,25,0,3,2,53754,-3135,67840,87831,0
428400,38,2,7,6,176361,-9743,84309,88091,1
365528,37,4,8,6,363565,38416,77583,34811,0
445323,24,-2,6,1,354249,362262,5868,64853,0
96202,27,-2,8,0,240947,4912,57140,9992,1
61663,45,7,-1,2,324369,13744,7987,88517,0
25708,57,-1,4,-1,24341,40491,59138,27372,0
364050,60,-2,-2,-1,16489,175360,74632,99370,0
321955,60,-2,3,3,67949,8252,2969,87678,0
143883,63,7,6,2,323754,101712,89098,2414,0
328394,29,1,5,6,37076,119114,39016,56092,1
122547,39,7,3,1,183479,134697,47666,51211,0
475298,29,0,3,-2,360474,3317,92716,50777,0
396393,43,-2,3,7,99361,116334,85097,33036,0
44754,51,0,5,3,63574,-4318,19583,53592,0
236814,52,-2,-1,5,90627,265377,76250,61998,0
247714,51,0,8,4,17087,-1102,56859,4200,0
152483,37,1,6,0,40051,19788,25648,48137,1
143983,68,8,7,1,238547,273447,29546,20142,1
470486,59,8,5,8,-2294,314746,48039,24841,0
224835,42,5,-1,7,34707,51657,94709,3451,1
411896,55,0,8,2,256145,35923,10894,35164,1
94896,50,0,5,0,106178,261366,51028,36342,0
487095,60,6,-2,5,353879,396526,35159,89222,0
81295,57,8,3,6,94239,119057,86974,88733,0
229686,46,6,3,4,87977,51318,72799,88235,0
372833,26,3,6,5,250500,190833,51900,8400,0
283255,54,7,6,-1,180772,-2112,98755,89221,0
309648,52,1,2,7,153220,174296,88622,79696,0
142874,45,7,-2,0,53478,106122,10406,62491,0
18155,33,2,8,1,269576,226139,73339,67694,1
476872,58,6,-2,7,91712,333877,6704,95426,0
311528,58,-2,4,-1,133335,104247,35421,18881,0
384705,22,4,8,0,259372,368639,26566,51623,0
57254,25,8,8,5,17498,226806,79272,5926,0
294062,31,4,1,7,139786,369527,59831,42934,0
95981,31,7,6,4,324686,205162,43895,47705,0
463929,44,-2,0,3,297454,171248,97179,75092,0
40306,34,-2,3,3,25984,336576,76809,78396,1
157718,65,6,6,-1,389932,79819,98920,84466,0
318987,50,4,1,5,242833,229989,9156,37095,0
130975,60,1,2,8,239570,233273,40264,51233,0
368745,67,6,2,3,169890,146245,58758,75163,0
493951,64,2,2,8,281344,229079,29760,33430,0
117512,55,0,-1,2,237507,317711,336,63989,0
157443,41,-1,8,7,325055,213515,19311,42386,0
480587,25,6,-1,2,368465,-5853,29845,28699,0
383616,58,1,-2,-1,310503,60246,3260,58813,0
143121,22,4,-2,-1,97720,46150,54812,2417,0
172688,60,-2,1,4,101629,161367,10146,74724,0
375871,57,6,0,8,200063,331596,5338,74923,1
385037,69,6,1,2,236507,249733,4951,23023,0
293076,54,7,8,4,269447,82525,61686,85630,1
127796,31,3,3,5,137249,350681,47342,74686,1
301999,56,3,8,1,363703,190113,33641,94176,0
202506,31,3,-2,2,296158,258534,34618,14871,0
475910,29,2,5,-2,109577,313981,42940,10039,1
184088,26,8,5,3,254848,373096,8846,32877,1
279544,54,-2,4,-2,349449,119193,3079,46654,0
390002,67,1,8,0,141211,217536,3875,23646,0
183714,57,7,8,7,135194,65973,22773,58777,0
25151,52,-2,1,0,20187,33110,85286,75545,0
454623,32,2,5,4,72232,-2973,85753,64069,1
76690,65,1,6,8,335346,234521,33815,30212,0
14499,52,5,2,7,388534,132413,54996,28582,0
16295,37,-2,3,-1,318595,141708,61762,76275,1
393029,24,5,7,8,191573,175832,99013,46439,0
398215,62,5,5,6,101783,61728,91337,11140,0
331184,53,-2,2,1,203892,-7172,28332,13897,0
284327,63,6,1,8,234925,52883,16413,78005,0
432515,68,6,5,3,10360,125719,34746,65713,0
153946,63,3,0,3,361703,235725,59343,45529,0
388480,29,-2,3,-1,227292,365570,64108,58944,0
42711,54,4,6,7,222202,31537,4943,32724,0
277683,59,4,3,8,101249,104731,600,2522,0
194423,50,6,6,1,346564,326851,4441,11564,0
464483,40,-2,5,-1,255730,209384,43413,67839,0
189426,59,5,6,7,202628,121222,33364,30737,0
398207,43,8,7,-2,113580,260614,14170,12217,1
143629,61,5,6,7,292395,32169,81253,53965,0
310504,64,4,5,4,167917,111174,18890,17406,0
223090,55,3,6,2,98497,178911,79023,37116,0
143272,43,-2,4,8,116113,123292,48814,7868,0
253548,68,8,4,2,179041,228355,82876,81116,0
471713,59,7,8,0,25405,302283,48920,18634,0
188047,43,8,1,-2,33876,266832,56436,47729,0
293501,57,5,-2,0,201803,212171,64721,8814,0
129121,43,2,4,6,285401,303228,10804,58629,0
87505,59,1,5,1,307261,11102,55821,41566,0
12869,48,2,6,2,321350,16882,63945,26856,0
267186,39,2,-2,3,48059,381897,59841,65728,0
464351,69,7,6,6,-3364,374633,28653,79907,0
322252,68,0,4,2,221842,211379,54843,16699,1
122296,50,1,4,4,109230,191169,53752,7944,0
104179,41,1,0,6,-7193,285626,81550,42782,0
100272,44,5,-2,-2,305066,61664,5936,2029,0
48467,41,2,4,-1,327267,139616,30379,38798,0
295472,46,3,7,2,19513,391923,55566,45868,0
363556,56,7,5,2,217946,350806,61468,50909,0
490047,46,-1,3,6,294728,41472,24416,71,1
145059,53,6,4,8,313026,239741,67636,79755,1
68871,56,5,6,4,307373,5380,58359,94458,0
425615,24,5,5,7,30212,162999,59782,34903,0
138391,29,7,2,6,360856,384366,36861,2461,0
449430,28,2,8,8,236587,304308,36629,4498,0
96416,22,2,1,4,237289,141391,72408,44438,0
342415,49,0,8,3,195368,370597,47875,70519,0
316208,43,8,1,3,109142,-6080,96825,86222,0
266687,26,-1,1,-2,344744,75427,20076,72811,1
211163,63,6,-1,4,365079,44791,53060,63566,0
117450,56,3,7,1,373881,308501,92555,54529,0
181890,66,5,7,7,303405,142892,92346,76573,0
448741,41,1,4,0,71911,113441,88149,32940,0
291974,42,2,5,-2,80301,233906,88567,89369,1
420645,29,7,4,4,350514,296536,17192,6722,0
410109,54,2,8,7,277458,344168,9913,13441,0
126381,46,8,7,6,343705,93566,19651,39848,0
483125,21,7,5,-2,395473,98211,1946,30762,0
57333,56,1,8,-1,40880,339994,21111,62662,0
144508,64,8,8,7,354410,295756,19751,19221,0
215362,25,-1,6,1,383154,392657,94883,67660,0
348357,61,3,5,6,133917,157197,57234,84346,1
409111,42,1,2,7,358733,-2049,1266,90525,0
160810,24,8,1,5,65587,83776,29593,20091,0
302890,68,1,2,-2,65379,31809,41422,59293,0
59377,22,7,8,8,172692,75752,17605,17697,0
451620,36,0,-2,8,64041,265062,65198,73649,0
326189,36,5,2,1,235309,38491,18158,50137,1
370032,42,3,3,6,76446,216410,45335,37179,1
443006,63,6,6,-1,190685,355593,47621,74115,0
379599,21,2,6,-1,236630,213484,47694,5467,0
146672,35,3,7,3,40845,139613,28482,39680,1
235732,44,6,0,3,252553,61063,21227,8206,0
365323,24,1,8,3,241257,192645,37997,14173,0
181836,38,7,5,7,208489,113225,91249,97100,0
215615,37,4,5,-2,19754,239618,72509,15245,0
55714,27,7,6,6,309997,70989,23363,80681,0
460051,65,7,-2,-1,131263,134754,24805,92673,1
112946,30,8,2,4,280005,73924,88932,98177,1
381760,21,8,2,-2,346575,62607,63065,90200,0
115983,22,3,4,-2,117341,360281,2676,64384,0
476960,69,3,8,8,61786,325010,66986,56534,0
197563,42,3,5,6,297608,251168,96103,44125,0
134123,52,1,8,4,49447,152142,15415,91003,0
421805,49,7,4,2,174247,229795,68828,85133,0
315628,55,3,3,7,3749,138594,44213,17970,0
92989,37,4,1,0,335549,324970,14334,5835,1
308356,32,-1,6,5,162224,343066,61103,43036,0
315669,44,8,-1,-2,231232,311333,88105,41056,1
188274,50,6,3,5,327460,16811,42944,77079,0
173707,64,4,7,1,291991,293009,96530,97925,0
335352,50,0,3,-1,207679,224313,88687,98583,0
305972,40,7,8,4,9476,114769,22803,16651,0
421927,62,7,1,1,80470,9831,48541,88745,0
275564,27,4,0,1,335964,106625,45149,31474,1
368896,62,7,8,3,181002,327520,58886,62990,0
141373,58,7,0,-1,41654,73621,4053,3804,0
448452,27,2,-1,2,284974,53036,58850,79744,0
125294,69,6,0,6,220939,192708,84494,28220,1
469451,50,3,1,0,47822,240137,73983,41889,1
457456,32,8,7,1,274905,147911,95511,75922,0
134019,69,4,1,0,5586,6065,26597,47271,0
75726,51,1,7,4,94315,73684,7618,19681,0
151564,38,-1,4,0,278988,262276,22316,79160,0
387812,66,8,1,4,283291,180717,38009,93161,0
278246,63,1,6,2,-5735,94819,38415,431,0
191408,22,6,5,0,340118,24779,83637,20369,0
128015,53,0,-2,-2,117289,81231,47259,10904,0
226386,31,4,7,2,220307,205793,47321,90028,1
264079,54,1,-2,6,215266,256308,13767,86714,0
36641,36,0,3,7,-8284,254957,21301,76754,0
175656,55,2,1,1,248512,385456,1019,77347,1
173817,53,-1,7,6,47669,99155,29638,64411,0
426309,41,8,3,8,10064,267982,16035,39639,0
469321,40,7,6,7,182183,244991,29107,26124,0
375890,28,1,7,0,74143,368679,52254,41089,1
455101,46,4,2,5,124639,240795,97053,72773,0
46631,53,-1,5,2,59803,174108,92838,37913,0
252289,46,7,-1,3,1737,207638,59262,35577,1
82991,57,3,5,1,98075,30544,11756,24824,0
14014,50,2,5,3,67190,121,5654,37001,0
283237,51,0,-1,0,117731,347449,70010,99879,0
28070,53,2,4,4,354324,220870,22323,60281,0
307921,31,7,5,1,167487,152807,24719,48567,0
66958,61,4,4,2,36273,334037,88703,30383,0
92074,25,0,3,3,301276,41265,94937,93804,0
20729,22,5,0,2,72600,253558,20500,54733,0
240785,33,4,8,-1,216726,356679,9541,93018,0
186089,38,1,8,8,18511,246374,21691,47387,0
207392,46,2,0,1,194707,95420,21013,6170,0
168823,45,7,5,5,334540,210239,83475,42823,0
115864,64,8,1,5,324599,316572,40407,69436,0
403002,34,1,7,4,154458,318010,47968,91175,0
219141,25,-1,5,7,23322,217591,54057,8918,0
377654,62,6,7,-1,136381,388852,49979,93856,0
64748,22,-2,3,1,340261,383648,87250,43375,0
15801,24,5,0,6,119541,234051,74406,29297,0
160262,32,1,7,3,280610,44707,4107,67187,0
452905,31,6,-1,8,330876,21082,95932,36902,1
245362,24,0,-2,5,27323,57150,91419,65535,1
454209,63,4,1,6,53002,106333,34270,22934,0
39592,29,0,5,2,4113,159808,16298,59577,0
282791,30,7,1,2,203170,249058,38116,41710,0
149788,47,4,5,6,165178,221839,98077,34275,1
229963,26,-1,5,3,353675,56986,65198,30967,0
490761,35,0,8,4,197174,132413,55034,44642,1
258710,62,5,-2,5,114542,99461,4917,99820,0
230984,51,4,3,5,238083,108152,15481,64862,0
382771,42,8,8,0,87226,240779,22316,22382,0
342460,26,0,7,2,148420,115589,75960,56422,0
268067,53,5,5,8,26097,24700,19767,55142,0
274512,49,6,5,-2,300618,143569,26450,82223,0
87575,41,-1,-2,0,348569,349441,87287,2508,0
278799,50,-1,5,-1,377989,335456,28860,65188,0
247549,41,4,6,7,256937,143115,63261,69208,0
80031,56,8,8,-1,261139,204602,45097,5438,1
479645,42,5,3,-1,375630,61416,2710,60220,0
494299,66,2,4,-2,288489,352951,72539,51633,0
97922,40,-1,3,8,59775,264060,37913,79010,1
458982,42,7,2,3,152596,306977,26579,41471,0
134046,60,2,-2,1,88547,158209,22759,75031,0
416619,31,0,-1,7,237188,178285,70054,15818,0
42097,67,6,7,-1,380464,13319,53543,18008,0
481873,51,-1,-1,2,227754,3581,58996,58268,0
152038,60,6,8,-1,180696,346945,99558,37755,1
134862,33,-1,6,5,337714,297945,40355,59443,0
